country_name,country_code,development_flag,date,imports_pc_gdp,log_imports_pc_gdp,exports_pc_gdp,log_exports_pc_gdp,current_account_balance,capital_account_balance,financial_account_balance,balance_of_payments
France,FRA,developed country,1990,21.760321808445006,3.0800882108694245,20.975733380412436,3.0433662162432147,-9944228234.23224,-4151995842.707,-13816074242.1485,2151443711.41891
France,FRA,developed country,1991,21.648797065141224,3.0749498900937997,21.334884423905727,3.0603434994190906,-6518255441.78685,-86877241.0299704,-2142428739.47014,6695752274.77354
France,FRA,developed country,1992,20.661053260747508,3.0282504430671193,21.330559345277514,3.0601407555467226,3893429894.58264,582783308.761009,6434539807.83184,21489459170.5194
France,FRA,developed country,1993,19.112544314559166,2.9503448898690614,20.79257940722464,3.0345961637854986,8989785410.58074,-86575114.9076238,11666228449.7486,24357080634.6991
France,FRA,developed country,1994,20.165917005899818,3.0039939024165774,21.660322731290897,3.0754821413367686,7415274026.52038,-4252100409.24131,-7733016323.54744,25095487280.4917
France,FRA,developed country,1995,21.02320251700563,3.045626709552969,22.622926060086694,3.118963819531897,10840336630.7297,442157746.36382,8239426973.24421,28971201036.2201
France,FRA,developed country,1996,21.273675081811692,3.0574703966946806,23.05556487200004,3.1379071664212006,20560612391.7104,1178972627.67152,22881693118.8747,31189392321.5963
France,FRA,developed country,1997,22.510301467306427,3.1139730474236487,25.523195415760025,3.239587662854496,37801148626.7183,1478709491.33222,43545516403.0926,43524973976.1099
France,FRA,developed country,1998,23.380274814038952,3.1518927102108965,26.126491978672917,3.2629498178858043,37698545877.1245,1466105930.19624,49107886235.4293,42170696536.8382
France,FRA,developed country,1999,23.684385213693943,3.1648159792600246,26.076535386534893,3.261035882625368,50692422641.2373,1195211230.20367,43929642846.4242,37920062793.0215
France,FRA,developed country,2000,27.266271469005844,3.3056504610338138,28.59497424902863,3.3532309768258224,16125180558.2177,1527044121.87746,38363455793.2083,12920448306.6644
France,FRA,developed country,2001,26.69347289039137,3.2844190744867037,28.26589520218437,3.341655961381751,20965385279.5949,178410157.105936,16081846588.6287,17867386311.9331
France,FRA,developed country,2002,25.54097450040275,3.2402840057262328,27.531050257930794,3.315314468006599,17651008712.0083,445084502.252763,6536121525.4547,27607351106.5106
France,FRA,developed country,2003,24.685864548595482,3.2062307943341275,26.111968974639808,3.2623937906161546,15984849589.3334,-7256008133.14412,-21161016233.429,24042402513.7395
France,FRA,developed country,2004,25.45617155677255,3.2369582109179666,26.46883632166073,3.275968053114003,9166417134.83921,2471485295.4609,11858588153.9076,17355875954.8147
France,FRA,developed country,2005,26.94765573459501,3.293896307842215,27.033051041817085,3.297060230049183,-142691013.406228,1160866768.81809,-10750065347.5693,-283241312.956238
France,FRA,developed country,2006,28.168369359430045,3.338199694498605,27.935055090195554,3.329882354994206,514325562.525151,1186005032.04197,-29622429106.8019,-8152873482.86041
France,FRA,developed country,2007,28.567499072814933,3.352269675582791,27.853257510199036,3.3269499257881767,-8718514442.63444,3392505877.42838,3402793941.2661,-18508898565.243
France,FRA,developed country,2008,29.277698029492367,3.3768260667911325,28.119384856302513,3.3364591910382706,-28163013357.7813,2348350080.22171,-44753008804.3882,-41912581724.0706
France,FRA,developed country,2009,25.626903639805786,3.243642723081992,24.835547210267183,3.212275982150564,-22099585073.5784,3188621373.65233,-52347265641.0011,-32833160279.7456
France,FRA,developed country,2010,28.079491241619635,3.3350394608175353,26.788299840273766,3.2879652190669058,-22031068187.7643,1636125331.02248,817287751.726929,-43515092096.2027
France,FRA,developed country,2011,30.36923894598102,3.413430219342316,28.42133747641944,3.347140182660118,-29508603051.6754,1625608540.04053,-73003023731.1186,-56663277933.5588
France,FRA,developed country,2012,30.49903198193799,3.4176949448125806,29.203027186849507,3.374272374683309,-32875102689.5348,707894622.413151,-48078486846.979,-37820646682.3389
France,FRA,developed country,2013,30.399317207863824,3.414420147892303,29.364737867049186,3.379794562220837,-24382747331.6784,2555999479.33737,-18894838435.8897,-30595007880.9984
France,FRA,developed country,2014,30.81211202154654,3.427907860130824,29.666684498073042,3.3900246821224913,-37354496128.6694,2556085053.75603,-12868016681.8891,-36227530656.7105
France,FRA,developed country,2015,31.15907155645478,3.4391054245526935,30.592622378131324,3.42075888113548,-9130436716.69977,-1109595569.81567,-1248698418.3339,-9832355281.55264
France,FRA,developed country,2016,30.85260519871503,3.4292211940700432,30.247537183394513,3.40941476573746,-12205179244.4941,1247761029.25485,-19212779037.8385,-13238670837.1505
France,FRA,developed country,2017,32.013214106306606,3.466148758385211,30.94863318710001,3.432328836187747,-17978489467.604,284828514.867067,-35347458589.8677,-23499181687.3481
France,FRA,developed country,2018,32.724285386657506,3.4881174746333943,31.713667210255466,3.4567477302474603,-24384561166.7364,2483683866.11631,-30933260215.393,-32200785043.3921
France,FRA,developed country,2019,32.549417775836005,3.4827594814235123,31.592055414366794,3.4529056780460787,-8213030860.10554,2263690881.94265,-22270219132.6651,-25561348519.7998
France,FRA,developed country,2020,29.89378425088803,3.3976505741999605,27.873644077364666,3.3276815856326794,-49060184398.4668,2299529119.06047,-58862262801.548,-48562159589.8072
France,FRA,developed country,2021,32.01875813330241,3.4663219227222055,29.947503961965133,3.3994459809203645,-17669389987.5108,13381680412.5685,-56481196215.1442,-35925155877.3954
United Kingdom,GBR,UK,1960,26.819807262044005,3.289140691475884,NA,NA,NA,0,-20153399655.56545,NA
United Kingdom,GBR,UK,1961,26.819807262044005,3.289140691475884,25.777865794495202,3.2495162087658858,NA,NA,NA,-12729308728.7358
United Kingdom,GBR,UK,1962,26.819807262044005,3.289140691475884,25.777865794495202,3.2495162087658858,NA,NA,NA,-12729308728.7358
United Kingdom,GBR,UK,1963,26.819807262044005,3.289140691475884,25.777865794495202,3.2495162087658858,NA,NA,NA,-12729308728.7358
United Kingdom,GBR,UK,1964,26.819807262044005,3.289140691475884,25.777865794495202,3.2495162087658858,NA,NA,NA,-12729308728.7358
United Kingdom,GBR,UK,1965,26.819807262044005,3.289140691475884,25.777865794495202,3.2495162087658858,NA,NA,NA,-12729308728.7358
United Kingdom,GBR,UK,1966,26.819807262044005,3.289140691475884,25.777865794495202,3.2495162087658858,NA,NA,NA,-12729308728.7358
United Kingdom,GBR,UK,1967,26.819807262044005,3.289140691475884,25.777865794495202,3.2495162087658858,NA,NA,NA,-12729308728.7358
United Kingdom,GBR,UK,1968,26.819807262044005,3.289140691475884,25.777865794495202,3.2495162087658858,NA,NA,NA,-12729308728.7358
United Kingdom,GBR,UK,1969,26.819807262044005,3.289140691475884,25.777865794495202,3.2495162087658858,NA,NA,NA,-12729308728.7358
United Kingdom,GBR,UK,1970,20.948237865236635,3.0420545313860288,21.800567482690862,3.081936000772329,1970398426.43982,0,1814878223.68606,976799219.928142
United Kingdom,GBR,UK,1971,20.51097929674663,3.0209603182260736,21.883278015116662,3.085722784207736,2716894254.07974,0,3375176425.1957,1855091507.83698
United Kingdom,GBR,UK,1972,20.713139565639054,3.0307682605204507,20.628201134393276,3.026659126693497,533353862.867351,0,-1389884763.93475,-285446497.453838
United Kingdom,GBR,UK,1973,24.740243530040463,3.2084312104906907,22.44065577525002,3.1108743037234876,-2411629487.30157,0,-2102848277.41496,-4575450167.24175
United Kingdom,GBR,UK,1974,31.60850390664867,3.453426195358899,26.812572718097595,3.288870908781438,-7448453413.84724,0,-7114970070.02601,-9991158711.2897
United Kingdom,GBR,UK,1975,27.06425224664605,3.2982137518106027,25.394056225634642,3.2345151397758345,-3465069948.2282,0,-3469085962.96267,-4370521412.33687
United Kingdom,GBR,UK,1976,29.08713557358053,3.3702959999235587,28.003405175743527,3.3323261162003033,-1380238419.49781,0,-612822399.795278,-2740705893.42899
United Kingdom,GBR,UK,1977,28.921119112030553,3.3645720933617285,29.662094207511142,3.3898699413484112,145041980.632987,0,6779338346.61581,1652748168.21369
United Kingdom,GBR,UK,1978,26.652323835513208,3.282876345141002,28.004789824335045,3.3323755607000516,2163486629.48547,0,5545528425.66353,4062834504.03799
United Kingdom,GBR,UK,1979,26.967865774531703,3.294646000706814,27.37144814344913,3.3095004315341345,-782636743.68548,0,1111955448.95535,1330707128.92738
